Name,Country,Competition,Year,All-Around Score Final,All-Around Score Qualif,Vault Score Final,Vault Score Qualif,Uneven Bars Score Final,Uneven Bars Score Qualif,Balance Beam Score Final,Balance Beam Score Qualif,Floor Exercise Score Final,Floor Exercise Score Qualif,Team Score Final,Team Score Qualif
SCHAEFER-BETZ Pauline,GER,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,,,,,,,13.8,13.733,,12.866,,
SCHAEFER-BETZ Pauline,GER,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,11.8,,,,,,11.8,,,,161.897
SCHAEFER-BETZ Pauline,GER,47th FIG Artistic Gymnastics World Championships MONTREAL (CAN),2017,,26.333,,,,,13.533,13.433,,12.9,,
SCHAEFER-BETZ Pauline,GER,46th FIG Artistic Gymnastics World Championships GLASGOW (GBR),2015,54.965,55.799,,,,13.233,14.133,14.3,,13.733,,219.261
SCHAEFER-BETZ Pauline,GER,45th FIG Artistic Gymnastics World Championships NANNING (CHN),2014,,52.898,,,,12.433,,13.233,,12.566,,216.969
SCHAEFER-BETZ Pauline,GER,44th FIG Artistic Gymnastics World Championships ANTWERP (BEL),2013,,26.933,,13.904,,,,,,12.9,,
SCHAEFER-BETZ Pauline,GER,FIG World Challenge Cup 2022 OSIJEK (CRO),2022,,,,,,,13.366,12.066,,,,
SCHAEFER-BETZ Pauline,GER,2022 Senior European Championships MUNICH (GER),2022,,,,,,,13.2,13.166,,12.766,,
SCHAEFER-BETZ Pauline,GER,8th European Individual Championships SZCZECIN (POL),2019,,26.932,,,,13.266,11.7,13.666,,,,
SCHAEFER-BETZ Pauline,GER,32nd Senior European Championships GLASGOW (GBR),2018,39.166,,,,,12.9,12.4,13.5,,12.766,,
SCHAEFER-BETZ Pauline,GER,7th European Individual Championships CLUJ NAPOCA (ROU),2017,50.998,51.465,,,,,,,13.533,13.133,,
SCHAEFER-BETZ Pauline,GER,6th European Individual Championships 2015 MONTPELLIER (FRA),2015,,14.333,,,,,13.1,14.333,,,,
SCHAEFER-BETZ Pauline,GER,European Championships 2014 SOFIA (BUL),2014,,41.499,,14.066,,,,,,13.6,166.796,166.695
SCHAEFER-BETZ Pauline,GER,42nd Turnier der Meister FIG Individual Apparatus World Cup COTTBUS (GER),2017,,,,,,,14,13.6,13.5,13.2,,
SCHAEFER-BETZ Pauline,GER,FIG EnBW DTB-Pokal Individual All-Around World Cup 2017 STUTTGART (GER),2017,53.231,,,,,,,,,,,
SCHAEFER-BETZ Pauline,GER,Aquece Rio Final Gymnastics Qualifier (Test Event) RIO DE JANEIRO (BRA),2016,,42.632,,,,,13.7,14.5,12.9,13.766,223.977,
SCHAEFER-BETZ Pauline,GER,EnBW DTB-POKAL World Cup 2016 C II STUTTGART (GER),2016,54.698,,,,,,,,,,,
SCHAEFER-BETZ Pauline,GER,39th Turnier der Meister World Challenge Cup 2015 COTTBUS (GER),2015,,,,,,,,13.066,,,,
SCHAEFER-BETZ Pauline,GER,Glasgow 2014 World Cup C II GLASGOW (GBR),2014,53.365,,,,,,,,,,,
MARTINS Filipa,POR,Games of the XXXII Olympiad TOKYO (JPN),2021,,52.298,,,,14.3,,11.866,,12.666,,
MARTINS Filipa,POR,Games of the XXXI Olympiad RIO DE JANEIRO (BRA),2016,,54.298,,,,13.666,,13.833,,13.433,,
MARTINS Filipa,POR,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,51.598,51.965,,,,13.333,,12.633,,12.833,,
MARTINS Filipa,POR,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,52.199,53.032,,,14.066,14.133,,12.666,,12.933,,
MARTINS Filipa,POR,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,49.698,,,,12.233,,11.966,,11.966,,
MARTINS Filipa,POR,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,,50.366,,,,13.066,,11.4,,12.5,,143.298
MARTINS Filipa,POR,47th FIG Artistic Gymnastics World Championships MONTREAL (CAN),2017,50.865,51.565,,,,13.333,,12.633,,12.433,,
MARTINS Filipa,POR,46th FIG Artistic Gymnastics World Championships GLASGOW (GBR),2015,,54.199,,,,12.933,,13.3,,14,,
MARTINS Filipa,POR,45th FIG Artistic Gymnastics World Championships NANNING (CHN),2014,54.732,54.532,,,,13.9,,13.266,,13.466,,
MARTINS Filipa,POR,44th FIG Artistic Gymnastics World Championships ANTWERP (BEL),2013,,52.832,,,,13.533,,13.166,,12.9,,
MARTINS Filipa,POR,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,13.433,13.366,12.366,12.933,,,,
MARTINS Filipa,POR,FIG Apparatus World Cup 2023 BAKU (AZE),2023,,,,,12.9,12.933,,11.633,,,,
MARTINS Filipa,POR,FIG Apparatus World Cup 2023 COTTBUS (GER),2023,,,,,,11.566,13.133,13,,,,
MARTINS Filipa,POR,2022 Senior European Championships MUNICH (GER),2022,,,,,,11.633,,,,,,
MARTINS Filipa,POR,9th European Individual Championships BASEL (SUI),2021,51.757,52.865,,,11.333,14.166,,12.8,,12.333,,
MARTINS Filipa,POR,8th European Individual Championships SZCZECIN (POL),2019,51.398,50.332,,,,13.1,,11.5,,12.366,,
MARTINS Filipa,POR,32nd Senior European Championships GLASGOW (GBR),2018,25.533,,,,,13.2,,12.333,,,,
MARTINS Filipa,POR,7th European Individual Championships CLUJ NAPOCA (ROU),2017,52.832,52.94,,,,,,,,,,
MARTINS Filipa,POR,31st European Championships 2016 BERN (SUI),2016,,54.432,,,,13.733,,13.5,,13.033,,150.064
MARTINS Filipa,POR,6th European Individual Championships 2015 MONTPELLIER (FRA),2015,54.699,54.698,,,,13.766,,13.5,,13.566,,
MARTINS Filipa,POR,European Championships 2014 SOFIA (BUL),2014,,53.548,,13.316,,13.8,,13.166,,13.266,,
MARTINS Filipa,POR,5th European individual Championships 2013 MOSCOW (RUS),2013,52.333,53.099,,,,13.466,,13.2,,13.1,,
MARTINS Filipa,POR,FIG World Challenge Cup GUIMARAES (POR),2019,,,,,12.2,12.35,12.4,12.15,,,,
MARTINS Filipa,POR,FIG World Challenge Cup PARIS (FRA),2019,,,,,13.6,13.35,,10.95,,,,
MARTINS Filipa,POR,FIG World Challenge Cup SZOMBATHELY (HUN),2018,,,,,11.75,11.95,12.3,12,,,,
MARTINS Filipa,POR,FIG World Challenge Cup GUIMARAES (POR),2018,,,,,13.15,13.4,12.25,12.7,,,,
MARTINS Filipa,POR,Aquece Rio Final Gymnastics Qualifier (Test Event) RIO DE JANEIRO (BRA),2016,,53.574,,,,14.133,,12.4,,13.275,,
MARTINS Filipa,POR,9th World Challenge Cup 2016 DOHA (QAT),2016,,,,,13.625,14.1,13.9,13.85,,13,,
MARTINS Filipa,POR,World Challenge Cup 2015 ANADIA (POR),2015,,,,,13.65,13.6,,12.65,12.55,13.5,,
MARTINS Filipa,POR,World Challenge Cup 2015 DOHA (QAT),2015,,,,,10.75,12.4,12.8,13.4,13.625,13.45,,
MARTINS Filipa,POR,39th Turnier der Meister World Challenge Cup 2015 COTTBUS (GER),2015,,,,,13.475,13.833,12.425,13.133,13.475,13.133,,
MARTINS Filipa,POR,World Challenge Cup 2014 ANADIA (POR),2014,,,13.487,13.475,12.675,13.5,12.625,13.7,12.875,13.25,,
MARTINS Filipa,POR,38th Turnier Der Meister World Challenge Cup 2014 COTTBUS (GER),2014,,,,,13.3,13.5,,12.766,,13.1,,
FINNEGAN Aleah,PHI,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,51.366,,13,,12.433,,12.7,,12.833,,
CZIFRA Bettina Lili,HUN,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,51.365,,,,12.733,,12.866,,12.133,,153.563
CZIFRA Bettina Lili,HUN,FIG World Challenge Cup 2023 SZOMBATHELY (HUN),2023,,,,,12.933,13.1,11.466,13.45,12.9,12.7,,
CZIFRA Bettina Lili,HUN,FIG World Challenge Cup 2023 VARNA (BUL),2023,,,,,,,13.466,12.8,,,,
PETISCO Alba,ESP,Games of the XXXII Olympiad TOKYO (JPN),2021,,50.598,,,,12.866,,11.7,,12.566,,157.128
PETISCO Alba,ESP,Youth Olympic Games of the III Olympiad BUENOS AIRES (ARG),2018,49.132,47.265,,13.062,,11.933,,10.833,,11.133,,
PETISCO Alba,ESP,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,50.965,,,,12.666,,11.566,,13.1,,152.895
PETISCO Alba,ESP,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,38.832,,,,12.833,,12.366,,,,159.021
PETISCO Alba,ESP,FIG Apparatus World Cup 2022 COTTBUS (GER),2022,,,12.916,12.616,,11.333,11.9,12.333,12.9,13.166,,
PETISCO Alba,ESP,FIG World Challenge Cup 2023 TEL-AVIV (ISR),2023,,,12.6,12.867,,,12.133,13.333,13.167,12.567,,
PETISCO Alba,ESP,FIG World Challenge Cup 2022 KOPER (SLO),2022,,,,,11,13.05,,,,,,
PETISCO Alba,ESP,2022 Senior European Championships MUNICH (GER),2022,,52.132,,,,12.833,12.4,13.1,,12.933,,
PETISCO Alba,ESP,8th European Individual Championships SZCZECIN (POL),2019,,48.399,,,,12.233,,11.5,,11.333,,
PETISCO Alba,ESP,American Cup All-Around FIG World Cup 2020 MILWAUKEE (USA),2020,49.099,,,,,,,,,,,
PETISCO Alba,ESP,FIG World Challenge Cup SZOMBATHELY (HUN),2019,,,,,12.533,12.85,,,,12.45,,
PETISCO Alba,ESP,UEG YOG qualifying competition 2018 BAKU (AZE),2018,47.498,,13.566,,12.3,,9.966,,11.666,,,
LASHCHEVSKA Anna,UKR,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,50.666,,,,13.133,,12.9,,11.8,,
LASHCHEVSKA Anna,UKR,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,13.166,13.233,13.533,13.2,,,,
LASHCHEVSKA Anna,UKR,FIG Apparatus World Cup 2023 CAIRO (EGY),2023,,,,,,11.7,,10.766,,11.266,,
LASHCHEVSKA Anna,UKR,FIG Apparatus World Cup 2023 BAKU (AZE),2023,,,,,,12.233,13.433,13.533,,,,
LASHCHEVSKA Anna,UKR,FIG Apparatus World Cup 2023 DOHA (QAT),2023,,,,,13.5,13.3,13.333,13.3,,,,
LASHCHEVSKA Anna,UKR,FIG Apparatus World Cup 2023 COTTBUS (GER),2023,,,,,,12.566,,12.166,,,,
LASHCHEVSKA Anna,UKR,FIG World Challenge Cup 2024 KOPER (SLO),2024,,,,,13.1,13.65,13.05,13.85,,11.8,,
LASHCHEVSKA Anna,UKR,FIG World Challenge Cup 2024 VARNA (BUL),2024,,,,,,,,12.6,,12.3,,
LASHCHEVSKA Anna,UKR,FIG World Challenge Cup 2024 OSIJEK (CRO),2024,,,,,13.2,13.066,14,13.2,,12.6,,
LASHCHEVSKA Anna,UKR,FIG World Challenge Cup 2024 ANTALYA (TUR),2024,,,,,,12.9,,12.4,,9.65,,
LASHCHEVSKA Anna,UKR,FIG World Challenge Cup 2023 SZOMBATHELY (HUN),2023,,,,,12.066,12.85,13,13.7,,,,
LASHCHEVSKA Anna,UKR,FIG World Challenge Cup 2023 MERSIN (TUR),2023,,,,,13.533,13.05,13.767,12.05,,11.45,,
BICKEL Lena,SUI,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,50.632,,,,12.266,,12.7,,12.5,,
BICKEL Lena,SUI,FIG World Challenge Cup 2024 KOPER (SLO),2024,,,,,,12.4,,11.9,13.3,12.9,,
HERON Hillary,PAN,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,50.599,,12.916,,11.733,,11.8,,12.966,,
HERON Hillary,PAN,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,,11.066,,,11.8,13,,
HERON Hillary,PAN,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,,11.3,,12.633,,12.333,,
HERON Hillary,PAN,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,,,,,11.966,12.466,12.9,,
HERON Hillary,PAN,FIG Apparatus World Cup 2023 CAIRO (EGY),2023,,,13.599,13.133,,12.166,,11.133,12.366,12.3,,
HERON Hillary,PAN,2022 Senior Pan American Championships RIO DE JANEIRO (BRA),2022,,44.433,,,,,,,,,,
HERON Hillary,PAN,2021 Senior Pan American Championships RIO DE JANEIRO (BRA),2021,46.766,,13.05,12.65,,,,,,,,
HERON Hillary,PAN,1st FIG Artistic Gymnastics Junior World Championships GYOR (HUN),2019,47.799,47.799,,13.449,,11.2,,11.566,,11.4,95.03,
ROOSKRANTZ Caitlin,RSA,Games of the XXXII Olympiad TOKYO (JPN),2021,,49.933,,,,13.3,,12.2,,11.633,,
ROOSKRANTZ Caitlin,RSA,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,50.099 ,,,,12.9,,11.7,,12.433,,147.997
ROOSKRANTZ Caitlin,RSA,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,49.200 ,,,,13.1,,11.3,,12.2,,
ROOSKRANTZ Caitlin,RSA,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,49.466 ,,,,13.1,,11.3,,11.833,,
ROOSKRANTZ Caitlin,RSA,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,,49.198,,,,12.466,,11.933,,11.666,,
ROOSKRANTZ Caitlin,RSA,FIG Apparatus World Cup 2022 CAIRO (EGY),2022,,,,,12.3,12.066,11.366,11.8,,10.666,,
ROOSKRANTZ Caitlin,RSA,FIG World Challenge Cup 2024 KOPER (SLO),2024,,,,,12.55,13.4,12.2,12.9,,11.3,,
ROOSKRANTZ Caitlin,RSA,FIG World Challenge Cup 2024 VARNA (BUL),2024,,,,,,12.15,12.3,12.7,,10.55,,
ROOSKRANTZ Caitlin,RSA,FIG World Challenge Cup 2024 ANTALYA (TUR),2024,,,,,11.8,13.4,,11.6,,,,
ROOSKRANTZ Caitlin,RSA,FIG World Challenge Cup 2023 PARIS (FRA),2023,,,,,13.9,12.65,,12.1,,12.15,,
ROOSKRANTZ Caitlin,RSA,FIG World Challenge Cup 2023 SZOMBATHELY (HUN),2023,,,,,,12.1,,10.75,,,,
ROOSKRANTZ Caitlin,RSA,FIG World Challenge Cup 2022 VARNA (BUL),2022,,,,,,12.35,,11.95,,12.25,,
ROOSKRANTZ Caitlin,RSA,14th African Championships SWAKOPMUND (NAM),2018,13.350 ,13.350 ,,,13.067,13.35,,,,,,
ROOSKRANTZ Caitlin,RSA,FIG World Cup 2020 BAKU (AZE),2020,,,,,,13.133,,11.733,,11.966,,
ROOSKRANTZ Caitlin,RSA,FIG World Challenge Cup SZOMBATHELY (HUN),2019,,,,,13.333,13.25,,10.95,,,,
ROOSKRANTZ Caitlin,RSA,FIG World Cup 2018 DOHA (QAT,2018,,,,,,12.1,,9.966,,,,
ROOSKRANTZ Caitlin,RSA,FIG World Challenge Cup 2017 KOPER (SLO),2017,,,,,13.15,12.8,,10.35,,,,
ARTAMONOVA Sona,CZE,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,50.032,,,,11.533,,12.633,,12.733,,147.063
ARTAMONOVA Sona,CZE,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,,,,11.733,,,,
ARTAMONOVA Sona,CZE,FIG Apparatus World Cup 2023 COTTBUS (GER),2023,,,,,,,,12.666,,12.466,,
ARTAMONOVA Sona,CZE,FIG World Challenge Cup 2023 SZOMBATHELY (HUN),2023,,,,12.5,,12,,11.55,12.966,12.25,,
RAZ Lihie,ISR,Games of the XXXII Olympiad TOKYO (JPN),2021,,50.399,,13.899,,11.7,,12.066,,12.4,,
RAZ Lihie,ISR,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,49.999,,,,12.4,,12.033,,12.533,,
RAZ Lihie,ISR,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,49.432,12.599,13.416,,10.266,,12.633,,12.833,,
RAZ Lihie,ISR,49th FIG Artistic Gymnastics World Championships STUTTGART (GER),2019,,48.599 ,,,,11.333,,11.5,,12.333,,
RAZ Lihie,ISR,FIG Apparatus World Cup 2023 BAKU (AZE),2023,,,,12.416,,11.533,,10.366,,12.2,,
RAZ Lihie,ISR,FIG Apparatus World Cup 2022 BAKU (AZE),2022,,,,12.7,,12.266,,12.266,,11.433,,
RAZ Lihie,ISR,FIG World Challenge Cup 2024 VARNA (BUL),2024,,,,,,12.75,,,,,,
RAZ Lihie,ISR,FIG World Challenge Cup 2023 TEL-AVIV (ISR),2023,,,12.4,12.35,,11.167,10.367,12.667,12.767,12.6,,
RAZ Lihie,ISR,FIG World Challenge Cup 2022 PARIS (FRA),2022,,,,,,11.6,,10.1,,12.3,,
RAZ Lihie,ISR,FIG World Challenge Cup 2022 KOPER (SLO),2022,,,,12.075,12.1,12.5,10.65,12.65,12.35,12.05,,
RAZ Lihie,ISR,FIG World Challenge Cup 2022 VARNA (BUL),2022,,,12.925,12.9,,11.55,11.5,12.55,,12.3,,
RAZ Lihie,ISR,2022 Senior European Championships MUNICH (GER),2022,,50.166,13.016,13.266,,12.333,,11.733,,12.6,,
RAZ Lihie,ISR,9th European Individual Championships BASEL (SUI),2021,47.499,50.098,,13.149,,12.066,,12.266,,12.333,,
RAZ Lihie,ISR,33rd Senior European Championships MERSIN (TUR),2020,,48.399,,13.216,,11,,11.033,12.75,12.933,,
RAZ Lihie,ISR,FIG World Challenge Cup PARIS (FRA),2019,,,,12.325,,10.4,,10.5,,12.05,,
RAZ Lihie,ISR,FIG World Challenge Cup SZOMBATHELY (HUN),2019,,,,12.775,,10.45,,10.55,,,,
RAZ Lihie,ISR,FIG World Challenge Cup OSIJEK (CRO),2019,,,12.884,12.9,,,,,,,,
RAZ Lihie,ISR,UEG YOG qualifying competition 2018 BAKU (AZE),2018,43.932,,12.033,,9.2,,10.733,,11.966,,,
HRIBAR Lucija,SLO,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,49.965,,,,12.566,,12.2,,11.966,,
HRIBAR Lucija,SLO,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,49.899,,,,13.033,,11.766,,12.1,,
HRIBAR Lucija,SLO,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,,47.199,,,,11.6,,10.433,,11.866,,
HRIBAR Lucija,SLO,48th FIG Artistic Gymnastics World Championships DOHA (QAT),2018,,45.165,,,,11.7,,10.166,,11.266,,142.113
HRIBAR Lucija,SLO,47th FIG Artistic Gymnastics World Championships MONTREAL (CAN),2017,,47.766,,,,12.6,,10.133,,11.7,,
HRIBAR Lucija,SLO,FIG Apparatus World Cup 2024 - Qualifying OG 2024 DOHA (QAT),2024,,,,,,12.433,,11.066,,,,
HRIBAR Lucija,SLO,FIG Apparatus World Cup 2024 - Qualifying OG 2024 BAKU (AZE),2024,,,,,,12.7,,11.233,,,,
HRIBAR Lucija,SLO,FIG Apparatus World Cup 2024 - Qualifying OG 2024 COTTBUS (GER),2024,,,,,,13.266,,12.133,,,,
HRIBAR Lucija,SLO,FIG Apparatus World Cup 2024 - Qualifying OG 2024 CAIRO (EGY),2024,,,,,,12.866,12,12.7,,,,
HRIBAR Lucija,SLO,FIG Apparatus World Cup 2023 CAIRO (EGY),2023,,,,,,12.033,,11.566,,,,
HRIBAR Lucija,SLO,FIG Apparatus World Cup 2023 BAKU (AZE),2023,,,,,,11.766,,11.5,,12.1,,
HRIBAR Lucija,SLO,FIG Apparatus World Cup 2023 COTTBUS (GER),2023,,,,,12.833,13.033,,12.233,,12.2,,
HRIBAR Lucija,SLO,FIG Apparatus World Cup 2022 BAKU (AZE),2022,,,,,,12.266,,11.566,,,,
HRIBAR Lucija,SLO,FIG Apparatus World Cup 2022 CAIRO (EGY),2022,,,,,10.6,11.166,11.033,12.4,,11.666,,
HRIBAR Lucija,SLO,FIG Apparatus World Cup 2022 DOHA (QAT),2022,,,,,12.4,10.766,11.8,11.7,11.1,11.5,,
HRIBAR Lucija,SLO,FIG Apparatus World Cup 2022 COTTBUS (GER),2022,,,,,,11.666,,11.633,2.3,11.9,,
HRIBAR Lucija,SLO,FIG World Challenge Cup 2024 KOPER (SLO),2024,,,,,13.3,13.3,,12.4,,,,
HRIBAR Lucija,SLO,FIG World Challenge Cup 2024 ANTALYA (TUR),2024,,,,,13.333,13.55,,11.45,,,,
HRIBAR Lucija,SLO,FIG World Challenge Cup 2023 SZOMBATHELY (HUN),2023,,,,,12.9,12.8,,12.25,,11.9,,
HRIBAR Lucija,SLO,FIG World Challenge Cup 2023 MERSIN (TUR),2023,,,,,11,12.6,12.1,12,12.4,12.4,,
HRIBAR Lucija,SLO,FIG World Challenge Cup 2022 MERSIN (TUR),2022,,,,,,12.35,11.9,12.35,11.7,11.9,,
HRIBAR Lucija,SLO,FIG World Challenge Cup 2022 KOPER (SLO),2022,,,,,13.1,13,,10.4,,11.7,,
HRIBAR Lucija,SLO,FIG World Challenge Cup 2022 OSIJEK (CRO),2022,,,,,,11.966,11.4,12,,11.9,,
HRIBAR Lucija,SLO,2022 Senior European Championships MUNICH (GER),2022,,48.665,,,,11.466,,12.366,,11.933,,
HRIBAR Lucija,SLO,9th European Individual Championships BASEL (SUI),2021,,47.598,,,,12.266,,10.333,,11.766,,
HRIBAR Lucija,SLO,33rd Senior European Championships MERSIN (TUR),2020,,47.8,,,,12.2,,10.3,,12.2,,
HRIBAR Lucija,SLO,32nd Senior European Championships GLASGOW (GBR),2018,45.899,,,,,11.733,,8.9,,11.966,,
HRIBAR Lucija,SLO,31st European Championships 2016 BERN (SUI),2016,,10.3,,,,10.3,,,,,139.529,
HRIBAR Lucija,SLO,FIG World Challenge Cup MERSIN (TUR),2021,,,,,12.5,12.3,,10.9,12.25,12,,
HRIBAR Lucija,SLO,FIG World Challenge Cup KOPER (SLO),2021,,,,,12.9,12.75,11.65,12.9,12.3,12.05,,
HRIBAR Lucija,SLO,FIG World Challenge Cup OSIJEK (CRO),2021,,,,,,10.55,,,,11.35,,
HRIBAR Lucija,SLO,FIG World Challenge Cup VARNA (BUL),2021,,,,,,12.45,,11.7,,11.45,,
HRIBAR Lucija,SLO,FIG World Cup 2020 BAKU (AZE),2020,,,,,,11.466,,,,10.6,,
HRIBAR Lucija,SLO,FIG World Cup 2020 MELBOURNE (AUS),2020,,,,,,11.966,,,,11.766,,
HRIBAR Lucija,SLO,44th Turnier der Meister FIG Individual Apparatus World Cup COTTBUS (GER),2019,,,,,,12.3,,,,,,
HRIBAR Lucija,SLO,FIG World Challenge Cup SZOMBATHELY (HUN),2019,,,,,,,,9.05,,,,
HRIBAR Lucija,SLO,FIG World Challenge Cup MERSIN (TUR),2019,,,,,10.65,12.25,,,,,,
HRIBAR Lucija,SLO,FIG World Challenge Cup KOPER (SLO),2018,,,,,11.95,11.1,,,,11.9,,
HRIBAR Lucija,SLO,FIG World Cup 2018 DOHA (QAT),2018,,,,,,12.566,,,,11.833,,
HRIBAR Lucija,SLO,FIG World Cup 2018 BAKU (AZE),2018,,,,,11.8,12.533,,,,11.6,,
HRIBAR Lucija,SLO,42nd Turnier der Meister FIG Individual Apparatus World Cup COTTBUS (GER),2017,,,,,,12.6,,10.4,,12.1,,
HRIBAR Lucija,SLO,FIG World Challenge Cup - 20th Internationaux de France 2017 PARIS (FRA),2017,,,,,,12.25,,11.8,,11.2,,
HRIBAR Lucija,SLO,FIG World Challenge Cup 2017 SZOMBATHELY (HUN),2017,,,,,,9.3,,10.4,,12.1,,
HRIBAR Lucija,SLO,FIG World Challenge Cup VARNA (BUL),2017,,,,,12.4,12.25,,,11.7,12.05,,
HRIBAR Lucija,SLO,FIG World Challenge Cup 2017 KOPER (SLO),2017,,,,,,11.5,,11.05,,11.8,,
BACSKAY Csenge Maria,HUN,Youth Olympic Games of the III Olympiad BUENOS AIRES (ARG),2018,48.766,48.398,13.933,13.416,,10.433,,12.033,,12.366,,
BACSKAY Csenge Maria,HUN,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,25.1,13.266,13.5,,11.3,,,,,,153.563
BACSKAY Csenge Maria,HUN,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,48.232,,13.05,,12.233,,11.366,,11.533,,152.296
BACSKAY Csenge Maria,HUN,50th FIG Artistic Gymnastics World Championships KITAKYUSHU (JPN),2021,48.665,48.698,13.733,13.666,,11.566,,11.966,,11.3,,
BACSKAY Csenge Maria,HUN,FIG Apparatus World Cup 2022 BAKU (AZE),2022,,,13.266,13.233,,11.233,,,,,,
BACSKAY Csenge Maria,HUN,FIG Apparatus World Cup 2022 CAIRO (EGY),2022,,,12.649,12.416,,10.1,,,,,,
BACSKAY Csenge Maria,HUN,FIG Apparatus World Cup 2022 DOHA (QAT),2022,,,13.15,13.033,,,11.133,11.533,,,,
BACSKAY Csenge Maria,HUN,FIG World Challenge Cup 2023 OSIJEK (CRO),2023,,,13.099,12.5,12.466,12.9,,,,,,
BACSKAY Csenge Maria,HUN,FIG World Challenge Cup 2023 TEL-AVIV (ISR),2023,,,13.15,12.75,9.267,11.667,,,,,,
BACSKAY Csenge Maria,HUN,FIG World Challenge Cup 2022 OSIJEK (CRO),2022,,,13.3,13.083,,,,,,,,
BACSKAY Csenge Maria,HUN,2022 Senior European Championships MUNICH (GER),2022,,,,13.2,,,,11.133,,,,
BACSKAY Csenge Maria,HUN,9th European Individual Championships BASEL (SUI),2021,49.999,50.265,13.649,13.766,,12.4,,12.066,,11.866,,
BACSKAY Csenge Maria,HUN,33rd Senior European Championships MERSIN (TUR),2020,,36.332 ,13.65,13.683,,12,,10.566,,,151.597,154.129
BACSKAY Csenge Maria,HUN,8th European Individual Championships SZCZECIN (POL),2019,,25.766,,13.816,,,,11.666,,,,
BACSKAY Csenge Maria,HUN,32nd Junior European Championships GLASGOW (GBR),2018,,49.631,13.816,13.749,,,,,,,,
BACSKAY Csenge Maria,HUN,FIG World Challenge Cup MERSIN (TUR),2021,,,13.775,13.75,,8.2,12.1,11.5,,,,
BACSKAY Csenge Maria,HUN,FIG World Challenge Cup KOPER (SLO),2021,,,13.725,13.675,,10.5,,,,,,
BACSKAY Csenge Maria,HUN,FIG World Challenge Cup OSIJEK (CRO),2021,,,13.649,13.25,,,,,,,,
BACSKAY Csenge Maria,HUN,FIG World Challenge Cup CAIRO (EGY),2021,,,13.133,13,13.066,11.95,11.833,12.3,,,,
BACSKAY Csenge Maria,HUN,FIG World Challenge Cup VARNA (BUL),2021,,,,13.225,,13.15,,11.65,,,,
BACSKAY Csenge Maria,HUN,FIG World Challenge Cup SZOMBATHELY (HUN),2020,,,13.2,13.25,8.5,10.8,12,11.5,,,,
BACSKAY Csenge Maria,HUN,FIG World Challenge Cup SZOMBATHELY (HUN),2019,,,12.883,13.275,,,,,,,,
BACSKAY Csenge Maria,HUN,FIG World Cup 2019 DOHA (QAT),2019,,,,13.199,,,,12.266,,11.733,,
BACSKAY Csenge Maria,HUN,UEG YOG qualifying competition 2018 BAKU (AZE),2018,50.966,,13.733,,12.633,,11.9,,12.7,,,
SANDOVAL Ahtziri,MEX,52nd FIG Artistic Gymnastics World Championships ANTWERP (BEL),2023,,39.165,,13.299,,13.366,,,,11.866,,154.628
SANDOVAL Ahtziri,MEX,51st FIG Artistic Gymnastics World Championships LIVERPOOL (GBR),2022,,49.566,,13.249,,13.4,,10.5,,12.033,,150.962
SANDOVAL Ahtziri,MEX,47th FIG Artistic Gymnastics World Championships MONTREAL (CAN),2017,,35.633,,13.366,,12.9,,9.533,,,,
